id,value,price,quantity,revenue
1,109.93428306022466,35.84629257949586,2,6266.911149186622
2,97.2347139765763,45.79354677234641,90,4292.330534381219
3,112.95377076201385,46.572854834732304,17,5443.819428146228
4,130.46059712816052,41.97722730778381,33,5774.634053429337
5,95.31693250553329,48.387142883339905,9,4073.0695284219173
6,95.3172608610164,54.040508568145384,43,4940.4746439382
7,131.58425631014782,68.8618590121053,48,1758.7326599309276
8,115.34869458305818,51.74577812831839,39,3975.6123586657104
9,90.61051228130096,52.57550390722764,93,4747.43184860684
10,110.8512008717193,49.25554084233833,42,3752.2168180351505
11,90.73164614375075,30.812287847009586,26,6632.411303931635
12,90.68540492859486,49.73486124550783,99,3569.858622039367
13,104.83924543132068,50.60230209941027,50,4559.955513303016
14,61.73439510684404,74.63242112485287,25,5130.740577286091
15,65.50164334973934,48.076390352188774,24,6441.2732890661155
16,88.75424941518054,53.015473423336125,13,3564.1378488205605
17,79.74337759331152,49.65288230294757,60,6163.16375215496
18,106.28494665190547,38.31321962380468,7,5010.233061019587
19,81.83951848957578,61.42822814515021,57,4018.491348952049
20,71.75392597329417,57.519330326867745,36,5462.103474263271
21,129.31297537843108,57.910319470430466,45,5199.05969557347
22,95.4844739902693,40.906125452052606,20,4399.783122841205
23,101.35056409375848,64.02794310936099,65,5069.802084990019
24,71.50503627573087,35.98148937207719,8,4614.68640313824
25,89.11234550949635,55.868570938002705,16,5113.517345251248
26,102.21845179419732,71.90455625809979,14,5662.130674521047
27,76.98012845155395,40.09463674869312,76,6586.016816145352
28,107.51396036691344,44.33702270397228,87,3762.184501173151
29,87.9872262016239,50.99651365087641,15,7133.0333746562665
30,94.16612500413447,44.96524345883801,92,3047.912200477498
31,87.96586775541206,34.493365689338674,98,4848.214904964417
32,137.04556369017877,50.68562974806027,66,5588.317206484577
33,99.73005550524132,39.37696286273895,32,5280.991867735032
34,78.84578142088199,54.73592430635182,87,4377.300480179406
35,116.45089824206377,40.80575765766197,63,4791.877749642725
36,75.58312700057955,65.4993440501754,86,4506.999065341167
37,104.1772719000951,42.16746707663763,51,4410.635243055788
38,60.80659752240449,46.77938483794324,25,5849.602097021025
39,73.43627902203139,58.135172173696695,58,5357.015485965047
40,103.93722471738246,37.69135683566045,63,4307.090404739346
41,114.76933159990821,52.27459934604129,62,5899.59987543325
42,103.4273656237994,63.07142754282428,22,5307.29952087661
43,97.68703435223519,33.92516765438772,58,5812.86211883896
44,93.97792608821422,51.84633858532304,58,5629.6288419236125
45,70.42956019265145,52.598827942484235,86,4171.004989077927
46,85.60311583210583,57.8182287177731,49,4439.81895980303
47,90.78722458080425,37.63049289121918,52,5747.293605123262
48,121.1424445243783,36.795433869157236,42,5610.370265433465
49,106.87236579136923,55.21941565616898,70,4979.098406035851
50,64.73919689274533,52.96984673233186,15,5117.327383308782
51,106.4816793878959,52.504928503458764,54,6277.6648957884245
52,92.29835439167367,53.46448209496975,60,4408.42861116417
53,86.46155999388083,43.19975278421509,97,5547.097381170038
54,112.23352577681736,52.322536971610035,8,4797.807347566106
55,120.61999044991902,52.93072473298681,53,4782.31879677278
56,118.62560238232398,42.85648581973632,60,6098.77685198719
57,83.21564953554723,68.65774511144757,5,5825.41634898803
58,93.81575248297571,54.73832920911788,68,5813.509636000638
59,106.62526862807128,38.08696502797351,6,6305.478807154329
60,119.51090254244718,56.5655360863383,96,5021.003841632759
61,90.4165152430942,40.253183297726785,94,5681.952971294964
62,96.28682046672365,57.87084603742452,47,4689.733243406544
63,77.87330051987944,61.58595579007404,99,5324.1663524884425
64,76.07586751838659,41.7931768164829,55,4869.856945632316
65,116.25051644788397,59.63376129244322,40,5096.995964992718
66,127.12480057141646,54.12780926936498,52,5595.1570254369135
67,98.55979756839332,58.2206015999449,16,4181.779316766528
68,120.07065795784048,68.96792982653947,13,7092.38727568546
69,107.23272050095268,47.54611883997129,30,3993.982618500298
70,87.09760490789752,42.4626383564251,19,3785.8113872122676
71,107.22791211016828,41.10485570374477,17,6158.110873500068
72,130.76073132931938,41.841897150345616,63,5791.662693962936
73,99.28347921780097,49.228982905858956,19,5624.119817052155
74,131.29287311628013,53.41151974816644,92,5628.34550926428
75,47.60509791820511,52.766907993300194,58,4987.753227153085
76,116.43805008750448,58.27183249036024,55,4102.745628514169
77,101.74094136476343,50.13001891877907,90,5075.804558193727
78,94.01985299068265,64.53534077157317,90,4322.838288487888
79,101.83521553071004,47.35343166762044,62,5975.119733417751
80,60.248621707982146,77.20169166589619,23,4852.942618497861
81,95.60656224324975,56.25667347765006,9,4174.502803207489
82,107.14225143023492,41.42842443583717,12,4678.614158347006
83,129.55788089483033,39.29107501938888,1,5412.931454275625
84,89.63459563452705,54.824724152431855,58,4436.275447196025
85,83.83012794213624,47.76537214674149,1,4177.779604433568
86,89.96485912830927,57.14000494092092,34,5243.687211491912
87,118.30804235404148,54.73237624573545,96,5244.966571108723
88,106.57502219319369,49.271710873431275,48,4493.05682462887
89,89.40479592465923,41.532062819315954,89,4528.961694381677
90,110.26534866226712,34.851527753141355,1,5232.049937357637
91,101.9415509869608,45.53485047932979,16,3551.915658502676
92,119.37289981065778,58.56398794323472,61,3592.536225623445
93,85.95893812245295,52.14093744130204,64,4281.555778747564
94,93.44675706804463,37.542612212880115,63,4786.552848288153
95,92.15783693735685,51.73180925851182,69,5310.907565598005
96,70.72970103735763,53.85317379728837,22,6475.356216949552
97,105.92240554129152,41.16142563798867,93,5857.659623202019
98,105.22110544359779,51.53725105945528,67,4840.061470036573
99,100.10226913284922,50.58208718446,76,4980.983792097311
100,95.30825733249706,38.57029702169377,26,3997.4706353621914
